P0001,63,909,16,90,135,90
P0002,58,909,16,90,135,90
P0003,53,909,16,90,135,90
P0004,48,909,16,90,135,90
P0005,43,909,16,90,135,90
P0006,38,909,16,90,135,90
P0007,33,909,16,90,135,90
P0008,28,909,16,90,135,90
P0009,23,909,16,90,135,90
P0010,18,909,16,90,135,90
P0011,13,909,16,90,135,90
P0012,8,909,16,90,135,90
P0013,3,909,16,90,135,90
P0014,-2,909,16,90,135,90
P0015,-7,909,16,90,135,90
P0016,-12,909,16,90,135,90
P0017,-17,909,16,90,135,90
P0018,-22,909,16,90,135,90
P0019,-27,909,16,90,135,90
P0020,-32,909,16,90,135,90
P0021,-37,909,16,90,135,90
P0022,-42,909,16,90,135,90
P0023,-47,909,16,90,135,90
P0024,-52,909,16,90,135,90
P0025,-57,909,16,90,135,90
P0026,-62,909,16,90,135,90
P0027,-67,909,16,90,135,90
P0028,-72,909,16,90,135,90
P0029,-77,909,16,90,135,90
P0030,-82,909,16,90,135,90
P0031,-87,909,16,90,135,90
P0032,-92,909,16,90,135,90
P0033,-97,909,16,90,135,90
P0034,-102,909,16,90,135,90
P0035,-107,909,16,90,135,90
P0036,-112,910,16,71,135,90
P0037,-116,912,16,52,135,90
P0038,-119,916,16,33,135,90
P0039,-121,921,16,14,135,90
P0040,-122,924,16,0,135,90
P0041,-122,929,16,0,135,90
P0042,-122,934,16,0,135,90
P0043,-122,939,16,0,135,90
P0044,-122,944,16,0,135,90
P0045,-122,949,16,0,135,90
P0046,-122,954,16,0,135,90
P0047,-122,959,16,0,135,90
P0048,-122,964,16,0,135,90
P0049,-122,969,16,0,135,90
P0050,-122,974,16,0,135,90
P0002,-122,979,16,0,135,90
P0002,-122,984,16,0,135,90
P0003,-122,989,16,0,135,90
P0004,-122,994,16,0,135,90
P0005,-122,999,16,0,135,90
P0006,-122,1004,16,0,135,90
P0007,-122,1009,16,0,135,90
P0008,-122,1014,16,0,135,90
P0009,-122,1019,16,0,135,90
P0010,-122,1024,16,0,135,90
P0011,-122,1029,16,0,135,90
P0012,-122,1034,16,0,135,90
P0013,-122,1039,16,0,135,90
P0014,-122,1044,16,0,135,90
P0015,-122,1049,16,0,135,90
P0016,-122,1054,16,0,135,90
P0017,-122,1059,16,0,135,90
P0018,-122,1064,16,0,135,90
P0019,-122,1069,16,0,135,90
P0020,-122,1074,16,0,135,90
P0021,-122,1079,16,0,135,90
P0022,-122,1084,16,0,135,90
P0023,-122,1089,16,0,135,90
P0024,-122,1094,16,0,135,90
P0025,-121,1099,16,-19,135,90
P0026,-118,1103,16,-38,135,90
P0027,-115,1107,16,-57,135,90
P0028,-110,1109,16,-76,135,90
P0029,-107,1109,16,-90,135,90
P0030,-102,1109,16,-90,135,90
P0031,-97,1109,16,-90,135,90
P0032,-92,1109,16,-90,135,90
P0033,-87,1109,16,-90,135,90
P0034,-82,1109,16,-90,135,90
P0035,-77,1109,16,-90,135,90
P0036,-72,1109,16,-90,135,90
P0037,-67,1109,16,-90,135,90
P0038,-62,1109,16,-90,135,90
P0039,-57,1109,16,-90,135,90
P0040,-52,1109,16,-90,135,90
P0041,-47,1109,16,-90,135,90
P0042,-42,1109,16,-90,135,90
P0043,-37,1109,16,-90,135,90
P0044,-32,1109,16,-90,135,90
P0045,-27,1109,16,-90,135,90
P0046,-22,1109,16,-90,135,90
P0047,-17,1109,16,-90,135,90
P0048,-12,1109,16,-90,135,90
P0049,-7,1109,16,-90,135,90
P0050,-2,1109,16,-90,135,90
P0002,3,1109,16,-90,135,90
P0002,8,1109,16,-90,135,90
P0003,13,1109,16,-90,135,90
P0004,18,1109,16,-90,135,90
P0005,23,1109,16,-90,135,90
P0006,28,1109,16,-90,135,90
P0007,33,1109,16,-90,135,90
P0008,38,1109,16,-90,135,90
P0009,43,1109,16,-90,135,90
P0010,48,1109,16,-90,135,90
P0011,53,1109,16,-90,135,90
P0012,58,1109,16,-90,135,90
P0013,63,1109,16,-90,135,90
P0014,68,1108,16,-109,135,90
P0015,73,1106,16,-128,135,90
P0016,76,1102,16,-147,135,90
P0017,78,1098,16,-166,135,90
P0018,78,1094,16,180,135,90
P0019,78,1089,16,180,135,90
P0020,78,1084,16,180,135,90
P0021,78,1079,16,180,135,90
P0022,78,1074,16,180,135,90
P0023,78,1069,16,180,135,90
P0024,78,1064,16,180,135,90
P0025,78,1059,16,180,135,90
P0026,78,1054,16,180,135,90
P0027,78,1049,16,180,135,90
P0028,78,1044,16,180,135,90
P0029,78,1039,16,180,135,90
P0030,78,1034,16,180,135,90
P0031,78,1029,16,180,135,90
P0032,78,1024,16,180,135,90
P0033,78,1019,16,180,135,90
P0034,78,1014,16,180,135,90
P0035,78,1009,16,180,135,90
P0036,78,1004,16,180,135,90
P0037,78,999,16,180,135,90
P0038,78,994,16,180,135,90
P0039,78,989,16,180,135,90
P0040,78,984,16,180,135,90
P0041,78,979,16,180,135,90
P0042,78,974,16,180,135,90
P0043,78,969,16,180,135,90
P0044,78,964,16,180,135,90
P0045,78,959,16,180,135,90
P0046,78,954,16,180,135,90
P0047,78,949,16,180,135,90
P0048,78,944,16,180,135,90
P0049,78,939,16,180,135,90
P0050,78,934,16,180,135,90
P0002,78,929,16,180,135,90
P0002,78,924,16,180,135,90
P0003,78,919,16,161,135,90
P0004,75,915,16,142,135,90
P0005,71,911,16,123,135,90
P0006,67,910,16,104,135,90
P0007,63,909,16,90,135,90
