P0001,-1055,1848,206,118,135,90
P0002,-1073,1839,206,113,135,90
P0003,-1092,1832,206,108,135,90
P0004,-1111,1827,206,103,135,90
P0005,-1131,1823,206,98,135,90
P0006,-1150,1821,206,92,135,90
P0007,-1170,1821,206,87,135,90
P0008,-1190,1823,206,82,135,90
P0009,-1210,1827,206,77,135,90
P0010,-1229,1832,206,72,135,90
P0011,-1248,1839,206,67,135,90
P0012,-1266,1848,206,61,135,90
P0013,-1283,1858,206,56,135,90
P0014,-1299,1870,206,51,135,90
P0015,-1314,1884,206,46,135,90
P0016,-1328,1898,206,41,135,90
P0017,-1340,1914,206,35,135,90
P0018,-1351,1931,206,30,135,90
P0019,-1360,1949,206,25,135,90
P0020,-1368,1967,206,20,135,90
P0021,-1373,1986,206,15,135,90
P0022,-1378,2006,206,9,135,90
P0023,-1380,2026,206,4,135,90
P0024,-1380,2046,206,-1,135,90
P0025,-1379,2065,206,-6,135,90
P0026,-1376,2085,206,-11,135,90
P0027,-1371,2105,206,-17,135,90
P0028,-1365,2124,206,-22,135,90
P0029,-1356,2142,206,-27,135,90
P0030,-1347,2159,206,-32,135,90
P0031,-1335,2176,206,-37,135,90
P0032,-1322,2191,206,-43,135,90
P0033,-1308,2205,206,-48,135,90
P0034,-1293,2218,206,-53,135,90
P0035,-1276,2229,206,-58,135,90
P0036,-1265,2235,206,-62,135,90
P0037,-1247,2244,206,-67,135,90
P0038,-1228,2251,206,-72,135,90
P0039,-1209,2256,206,-77,135,90
P0040,-1190,2260,206,-82,135,90
P0041,-1170,2262,206,-88,135,90
P0042,-1150,2262,206,-93,135,90
P0043,-1130,2260,206,-98,135,90
P0044,-1110,2256,206,-103,135,90
P0045,-1091,2251,206,-108,135,90
P0046,-1072,2244,206,-113,135,90
P0047,-1054,2235,206,-119,135,90
P0048,-1037,2225,206,-124,135,90
P0049,-1021,2213,206,-129,135,90
P0050,-1006,2199,206,-134,135,90
P0002,-992,2185,206,-139,135,90
P0002,-980,2169,206,-145,135,90
P0003,-969,2152,206,-150,135,90
P0004,-960,2134,206,-155,135,90
P0005,-952,2116,206,-160,135,90
P0006,-947,2097,206,-165,135,90
P0007,-942,2077,206,-171,135,90
P0008,-940,2057,206,-176,135,90
P0009,-940,2037,206,179,135,90
P0010,-941,2018,206,174,135,90
P0011,-944,1998,206,169,135,90
P0012,-949,1978,206,163,135,90
P0013,-955,1959,206,158,135,90
P0014,-964,1941,206,153,135,90
P0015,-974,1924,206,148,135,90
P0016,-985,1907,206,143,135,90
P0017,-998,1892,206,137,135,90
P0018,-1012,1878,206,132,135,90
P0019,-1027,1865,206,127,135,90
P0020,-1044,1854,206,122,135,90
P0021,-1055,1848,206,118,135,90
