P0001,-3347,2720,318,151,135,-90
P0002,-3337,2737,318,151,135,-90
P0003,-3327,2755,318,150,135,-90
P0004,-3317,2772,318,148,135,-90
P0005,-3306,2788,318,146,135,-90
P0006,-3294,2805,318,142,135,-90
P0007,-3282,2820,318,140,135,-90
P0008,-3269,2835,318,137,135,-90
P0009,-3254,2849,318,134,135,-90
P0010,-3240,2863,318,132,135,-90
P0011,-3225,2876,318,130,135,-90
P0012,-3209,2889,318,127,135,-90
P0013,-3193,2900,318,125,135,-90
P0014,-3176,2911,318,123,135,-90
P0015,-3159,2922,318,120,135,-90
P0016,-3142,2931,318,118,135,-90
P0017,-3124,2940,318,115,135,-90
P0018,-3106,2949,318,113,135,-90
P0019,-3087,2956,318,111,135,-90
P0020,-3068,2963,318,108,135,-90
P0021,-3049,2968,318,106,135,-90
P0022,-3030,2974,318,103,135,-90
P0023,-3010,2978,318,101,135,-90
P0024,-2990,2981,318,98,135,-90
P0025,-2971,2984,318,96,135,-90
P0026,-2951,2985,318,94,135,-90
P0027,-2931,2986,318,91,135,-90
P0028,-2911,2986,318,89,135,-90
P0029,-2891,2986,318,87,135,-90
P0030,-2871,2984,318,84,135,-90
P0031,-2851,2982,318,82,135,-90
P0032,-2831,2979,318,80,135,-90
P0033,-2812,2975,318,77,135,-90
P0034,-2792,2970,318,75,135,-90
P0035,-2773,2964,318,73,135,-90
P0036,-2754,2958,318,70,135,-90
P0037,-2735,2951,318,68,135,-90
P0038,-2717,2943,318,66,135,-90
P0039,-2699,2934,318,63,135,-90
P0040,-2681,2925,318,61,135,-90
P0041,-2664,2915,318,59,135,-90
P0042,-2647,2904,318,57,135,-90
P0043,-2630,2893,318,54,135,-90
P0044,-2614,2881,318,52,135,-90
P0045,-2599,2868,318,50,135,-90
P0046,-2584,2855,318,47,135,-90
P0047,-2569,2841,318,45,135,-90
P0048,-2555,2827,318,43,135,-90
P0049,-2542,2812,318,41,135,-90
P0050,-2529,2797,318,38,135,-90
P0002,-2517,2781,318,36,135,-90
P0002,-2506,2764,318,34,135,-90
P0003,-2495,2747,318,32,135,-90
P0004,-2485,2730,318,29,135,-90
P0005,-2475,2713,318,27,135,-90
P0006,-2467,2695,318,25,135,-90
P0007,-2459,2676,318,23,135,-90
P0008,-2451,2658,318,20,135,-90
P0009,-2445,2639,318,18,135,-90
P0010,-2439,2620,318,16,135,-90
P0011,-2434,2600,318,14,135,-90
P0012,-2429,2581,318,12,135,-90
P0013,-2426,2561,318,9,135,-90
P0014,-2423,2542,318,7,135,-90
P0015,-2421,2522,318,5,135,-90
P0016,-2419,2502,318,3,135,-90
P0017,-2419,2482,318,1,135,-90
P0018,-2419,2462,318,-2,135,-90
P0019,-2420,2442,318,-4,135,-90
P0020,-2421,2422,318,-6,135,-90
P0021,-2424,2402,318,-8,135,-90
