P0001,-1467,1542,575,93,135,90
P0002,-1487,1541,575,89,135,90
P0003,-1507,1543,575,84,135,90
P0004,-1526,1545,575,80,135,90
P0005,-1546,1550,575,75,135,90
P0006,-1565,1555,575,71,135,90
P0007,-1584,1563,575,67,135,90
P0008,-1602,1571,575,62,135,90
P0009,-1619,1581,575,58,135,90
P0010,-1635,1593,575,53,135,90
P0011,-1651,1605,575,49,135,90
P0012,-1666,1619,575,45,135,90
P0013,-1679,1634,575,40,135,90
P0014,-1691,1649,575,36,135,90
P0015,-1702,1666,575,31,135,90
P0016,-1712,1684,575,27,135,90
P0017,-1720,1702,575,22,135,90
P0018,-1727,1721,575,18,135,90
P0019,-1733,1740,575,14,135,90
P0020,-1737,1759,575,9,135,90
P0021,-1739,1779,575,5,135,90
P0022,-1740,1799,575,0,135,90
P0023,-1740,1819,575,-4,135,90
P0024,-1737,1839,575,-8,135,90
P0025,-1734,1859,575,-13,135,90
P0026,-1729,1878,575,-17,135,90
P0027,-1722,1897,575,-22,135,90
P0028,-1714,1915,575,-26,135,90
P0029,-1704,1933,575,-30,135,90
P0030,-1694,1950,575,-35,135,90
P0031,-1682,1966,575,-39,135,90
P0032,-1668,1981,575,-44,135,90
P0033,-1654,1995,575,-48,135,90
P0034,-1639,2007,575,-52,135,90
P0035,-1622,2019,575,-57,135,90
P0036,-1605,2029,575,-61,135,90
P0037,-1587,2038,575,-66,135,90
P0038,-1569,2046,575,-70,135,90
P0039,-1550,2052,575,-74,135,90
P0040,-1530,2056,575,-79,135,90
P0041,-1511,2059,575,-83,135,90
P0042,-1494,2061,575,-87,135,90
P0043,-1474,2061,575,-91,135,90
P0044,-1454,2060,575,-96,135,90
P0045,-1434,2057,575,-100,135,90
P0046,-1415,2053,575,-105,135,90
P0047,-1395,2047,575,-109,135,90
P0048,-1377,2040,575,-113,135,90
P0049,-1359,2031,575,-118,135,90
P0050,-1341,2021,575,-122,135,90
P0002,-1325,2010,575,-127,135,90
P0002,-1309,1997,575,-131,135,90
P0003,-1295,1984,575,-135,135,90
P0004,-1281,1969,575,-140,135,90
P0005,-1269,1953,575,-144,135,90
P0006,-1258,1936,575,-149,135,90
P0007,-1248,1919,575,-153,135,90
P0008,-1240,1901,575,-158,135,90
P0009,-1233,1882,575,-162,135,90
P0010,-1228,1863,575,-166,135,90
P0011,-1224,1843,575,-171,135,90
P0012,-1221,1823,575,-175,135,90
P0013,-1220,1803,575,-180,135,90
P0014,-1221,1783,575,176,135,90
P0015,-1223,1763,575,172,135,90
P0016,-1227,1744,575,167,135,90
P0017,-1232,1724,575,163,135,90
P0018,-1238,1706,575,158,135,90
P0019,-1247,1687,575,154,135,90
P0020,-1256,1670,575,150,135,90
P0021,-1267,1653,575,145,135,90
P0022,-1279,1637,575,141,135,90
P0023,-1292,1622,575,136,135,90
P0024,-1306,1608,575,132,135,90
P0025,-1322,1595,575,128,135,90
P0026,-1338,1584,575,123,135,90
P0027,-1355,1573,575,119,135,90
P0028,-1373,1564,575,114,135,90
P0029,-1392,1557,575,110,135,90
P0030,-1411,1551,575,106,135,90
P0031,-1430,1546,575,101,135,90
P0032,-1450,1543,575,97,135,90
P0033,-1467,1542,575,93,135,90
