P0001,-642,1445,557,90,135,-90
P0002,-622,1445,557,90,135,-90
P0003,-602,1445,557,90,135,-90
P0004,-582,1445,557,90,135,-90
P0005,-562,1445,557,90,135,-90
P0006,-542,1445,557,90,135,-90
P0007,-522,1445,557,90,135,-90
P0008,-502,1445,557,90,135,-90
P0009,-482,1445,557,90,135,-90
P0010,-462,1445,557,90,135,-90
P0011,-442,1445,557,90,135,-90
P0012,-422,1445,557,90,135,-90
P0013,-402,1445,557,90,135,-90
P0014,-382,1445,557,90,135,-90
P0015,-362,1445,557,90,135,-90
P0016,-342,1445,557,90,135,-90
P0017,-322,1445,557,90,135,-90
P0018,-302,1445,557,90,135,-90
P0019,-282,1445,557,90,135,-90
P0020,-262,1445,557,90,135,-90
P0021,-242,1445,557,90,135,-90
P0022,-222,1445,557,90,135,-90
P0023,-202,1445,557,90,135,-90
P0024,-182,1445,557,90,135,-90
P0025,-162,1445,557,90,135,-90
P0026,-142,1445,557,90,135,-90
P0027,-122,1445,557,90,135,-90
P0028,-102,1445,557,90,135,-90
P0029,-82,1445,557,90,135,-90
P0030,-62,1445,557,90,135,-90
P0002,-62,1445,557,91,135,-90
P0002,-42,1446,557,94,135,-90
P0003,-22,1448,557,96,135,-90
P0004,-2,1450,557,98,135,-90
P0005,18,1453,557,100,135,-90
P0006,38,1457,557,102,135,-90
P0007,57,1461,557,104,135,-90
P0008,76,1466,557,106,135,-90
P0009,96,1472,557,108,135,-90
P0010,114,1478,557,110,135,-90
P0011,133,1486,557,112,135,-90
P0012,152,1493,557,114,135,-90
P0013,170,1502,557,116,135,-90
P0014,187,1511,557,118,135,-90
P0015,205,1521,557,120,135,-90
P0016,222,1531,557,122,135,-90
P0017,239,1542,557,124,135,-90
P0018,255,1554,557,126,135,-90
P0019,271,1566,557,128,135,-90
P0020,286,1579,557,131,135,-90
P0021,301,1592,557,133,135,-90
P0022,316,1606,557,135,135,-90
P0023,330,1620,557,137,135,-90
P0024,343,1635,557,139,135,-90
P0025,356,1650,557,141,135,-90
P0026,369,1666,557,143,135,-90
P0027,380,1682,557,145,135,-90
P0028,392,1698,557,147,135,-90
P0029,402,1715,557,149,135,-90
P0030,412,1733,557,151,135,-90
P0031,422,1750,557,153,135,-90
P0032,430,1768,557,155,135,-90
P0033,438,1787,557,157,135,-90
P0034,446,1805,557,159,135,-90
P0035,452,1824,557,161,135,-90
P0036,459,1843,557,163,135,-90
P0037,464,1862,557,165,135,-90
P0038,469,1882,557,167,135,-90
P0039,473,1901,557,170,135,-90
P0040,476,1921,557,172,135,-90
P0041,478,1941,557,174,135,-90
P0042,480,1961,557,176,135,-90
P0043,481,1981,557,178,135,-90
P0044,482,2001,557,180,135,-90
P0045,482,2017,557,-179,135,-90
P0002,482,2017,557,-178,135,-90
P0002,481,2037,557,-176,135,-90
P0003,479,2057,557,-174,135,-90
P0004,477,2077,557,-172,135,-90
P0005,473,2097,557,-170,135,-90
