P0001,-36,2106,-109,-44,98,8
P0002,-36,2110,-128,-44,98,8
P0003,-36,2114,-148,-44,98,8
P0004,-36,2116,-159,-44,98,8
P0001,-36,2175,-159,0,135,-90 
P0002,-36,2155,-159,0,135,-90
P0003,-36,2135,-159,0,135,-90
P0004,-36,2116,-159,0,135,-90
P0001,-31,2119,-159,-90,140,-90
P0002,-51,2118,-159,-87,140,-90
P0003,-71,2117,-159,-85,140,-90
P0004,-91,2115,-159,-82,140,-90
P0005,-110,2111,-159,-80,140,-90
P0006,-130,2107,-159,-77,140,-90
P0007,-149,2103,-159,-75,140,-90
P0008,-168,2097,-159,-72,140,-90
P0009,-187,2090,-159,-70,140,-90
P0010,-206,2083,-159,-67,140,-90
P0011,-224,2075,-159,-64,140,-90
P0012,-242,2066,-159,-62,140,-90
P0013,-259,2056,-159,-59,140,-90
P0014,-276,2045,-159,-57,140,-90
P0015,-293,2034,-159,-54,140,-90
P0016,-309,2022,-159,-52,140,-90
P0017,-324,2009,-159,-49,140,-90
P0018,-339,1996,-159,-47,140,-90
P0019,-353,1982,-159,-44,140,-90
P0020,-367,1967,-159,-41,140,-90
P0021,-380,1952,-159,-39,140,-90
P0022,-392,1936,-159,-36,140,-90
P0023,-403,1919,-159,-34,140,-90
P0024,-414,1902,-159,-31,140,-90
P0025,-424,1885,-159,-29,140,-90
P0026,-433,1867,-159,-26,140,-90
P0027,-442,1849,-159,-23,140,-90
P0028,-449,1831,-159,-21,140,-90
P0029,-456,1812,-159,-18,140,-90
P0030,-462,1793,-159,-16,140,-90
P0031,-467,1773,-159,-13,140,-90
P0032,-471,1754,-159,-11,140,-90
P0033,-474,1734,-159,-8,140,-90
P0034,-477,1714,-159,-6,140,-90
P0035,-478,1694,-159,-3,140,-90
P0036,-479,1674,-159,-0,140,-90
P0037,-478,1654,-159,2,140,-90
P0038,-477,1634,-159,5,140,-90
P0039,-475,1614,-159,7,140,-90
P0040,-472,1595,-159,10,140,-90
P0041,-468,1575,-159,12,140,-90
P0042,-464,1556,-159,15,140,-90
P0043,-458,1536,-159,17,140,-90
P0044,-452,1517,-159,20,140,-90
P0045,-445,1499,-159,23,140,-90
P0046,-436,1481,-159,25,140,-90
P0047,-428,1463,-159,28,140,-90
P0048,-418,1445,-159,30,140,-90
P0049,-407,1428,-159,33,140,-90
P0050,-396,1411,-159,35,140,-90
P0002,-384,1395,-159,38,140,-90
P0002,-372,1380,-159,40,140,-90
P0003,-358,1365,-159,43,140,-90
P0004,-344,1351,-159,46,140,-90
P0005,-330,1337,-159,48,140,-90
P0006,-315,1324,-159,51,140,-90
P0007,-299,1312,-159,53,140,-90
P0008,-283,1300,-159,56,140,-90
P0009,-266,1289,-159,58,140,-90
P0010,-249,1279,-159,61,140,-90
P0011,-231,1270,-159,63,140,-90
P0012,-213,1261,-159,66,140,-90
P0013,-194,1253,-159,69,140,-90
P0014,-176,1247,-159,71,140,-90
P0015,-156,1241,-159,74,140,-90
P0016,-137,1235,-159,76,140,-90
P0001,-118,1231,-159,79,140,-90
P0018,-98,1228,-159,81,140,-90
P0019,-78,1225,-159,84,140,-90
P0020,-58,1223,-159,86,140,-90
P0021,-38,1223,-159,89,140,-90
P0022,-31,1223,-159,90,140,-90
P0001,-36,1235,-109,44,98,-8
P0002,-36,1231,-128,44,98,-8
P0003,-36,1227,-148,44,98,-8
P0004,-36,1225,-159,44,98,-8
P0001,-36,1166,-159,0,135,90
