in path0
239.116,71.674,306.000,-145.066,135.618,134.734
237.384,66.917,306.000,-145.945,135.395,134.725
235.652,62.161,306.000,-146.818,135.166,134.725
233.920,57.404,306.000,-147.683,134.930,134.731
232.188,52.648,306.000,-148.541,134.687,134.746
230.205,48.140,306.000,-149.620,134.757,134.680
228.222,43.633,306.000,-150.702,134.818,134.612
226.239,39.125,306.000,-151.786,134.868,134.542
224.256,34.618,306.000,-152.871,134.907,134.470
221.773,30.108,306.000,-153.574,135.012,134.441
219.290,25.599,306.000,-154.279,135.113,134.410
216.807,21.089,306.000,-154.986,135.209,134.376
214.324,16.580,306.000,-155.696,135.301,134.340
211.840,12.321,306.000,-156.497,135.253,134.414
209.356,8.061,306.000,-157.297,135.200,134.490
206.872,3.802,306.000,-158.095,135.141,134.568
204.388,-0.457,306.000,-158.892,135.077,134.647
201.403,-4.469,306.000,-157.811,133.551,135.989
198.418,-8.480,306.000,-156.784,132.015,137.272
195.433,-12.491,306.000,-155.806,130.470,138.504
192.449,-16.503,306.000,-154.872,128.918,139.687
189.214,-20.515,306.000,-154.067,127.497,140.757
185.979,-24.527,306.000,-153.292,126.071,141.793
182.744,-28.539,306.000,-152.544,124.641,142.798
179.509,-32.551,306.000,-151.823,123.205,143.773
176.272,-36.064,306.000,-151.742,121.409,144.232
173.035,-39.576,306.000,-151.665,119.613,144.687
169.799,-43.088,306.000,-151.591,117.817,145.139
166.562,-46.600,306.000,-151.519,116.021,145.588
163.075,-50.114,306.000,-151.114,114.472,146.096
159.588,-53.627,306.000,-150.719,112.921,146.590
156.102,-57.140,306.000,-150.333,111.370,147.071
152.615,-60.653,306.000,-149.956,109.818,147.540
in keel0
236.477,72.496,306.000,-87.879,116.221,-123.758
234.644,67.784,306.000,-88.865,115.926,-124.176
232.811,63.072,306.000,-89.847,115.625,-124.587
230.978,58.360,306.000,-90.823,115.317,-124.991
229.146,53.648,306.000,-91.794,115.003,-125.389
227.096,49.060,306.000,-92.761,114.683,-125.779
225.046,44.472,306.000,-93.722,114.356,-126.163
222.997,39.884,306.000,-94.679,114.023,-126.539
220.947,35.296,306.000,-95.630,113.685,-126.908
218.680,30.832,306.000,-96.577,113.341,-127.271
216.414,26.369,306.000,-97.518,112.991,-127.625
214.147,21.905,306.000,-98.455,112.635,-127.973
211.880,17.441,306.000,-99.387,112.274,-128.313
209.304,13.443,306.000,-100.314,111.908,-128.647
206.727,9.445,306.000,-101.236,111.537,-128.972
204.151,5.446,306.000,-102.154,111.161,-129.291
201.574,1.448,306.000,-103.066,110.779,-129.602
198.657,-2.643,306.000,-104.057,110.486,-130.320
195.739,-6.734,306.000,-105.045,110.187,-131.032
192.822,-10.826,306.000,-106.028,109.882,-131.737
189.904,-14.917,306.000,-107.008,109.572,-132.436
186.769,-18.884,306.000,-107.983,109.257,-133.129
183.635,-22.851,306.000,-108.955,108.936,-133.816
180.500,-26.818,306.000,-109.924,108.611,-134.496
177.366,-30.785,306.000,-110.888,108.280,-135.170
173.797,-34.503,306.000,-111.849,107.945,-135.837
170.228,-38.222,306.000,-112.806,107.605,-136.498
166.660,-41.940,306.000,-113.760,107.261,-137.152
163.091,-45.659,306.000,-114.710,106.912,-137.800
159.647,-49.161,306.000,-115.656,106.558,-138.441
156.203,-52.662,306.000,-116.599,106.201,-139.076
