seam0原始点:
-959.473	1078.88	385.034	134.4	131.722	-100.317	0	0
-960.314	1078.55	383.609	134.398	131.731	-100.306	0	0
-960.88	1077.78	383.237	134.398	131.73	-100.31	0	0
-960.863	1076.66	382.427	134.39	131.738	-100.313	0	0
-959.857	1074.18	384.679	134.394	131.737	-100.315	0	0
-961.173	1073.9	385.077	134.397	131.735	-100.315	0	0
-960.435	1072.23	383.688	134.395	131.739	-100.315	0	0
-961.639	1071.74	384.599	134.398	131.738	-100.316	0	0
-962.788	1071.38	384.676	134.399	131.736	-100.319	0	0
-963.523	1071.06	382.712	134.398	131.739	-100.317	0	0
-964.089	1070.11	383.502	134.399	131.737	-100.319	0	0
-964.492	1069.17	383.396	134.398	131.739	-100.33	0	0
-963.42	1066.79	384.858	134.398	131.738	-100.319	0	0
-964.113	1066.07	384.957	134.397	131.733	-100.315	0	0
-964.776	1065.32	384.892	134.395	131.73	-100.306	0	0
-964.745	1064.16	384.24	134.396	131.731	-100.305	0	0
-966.511	1064.65	382.393	134.395	131.733	-100.311	0	0
-966.888	1063.62	382.878	134.395	131.736	-100.317	0	0
-967.31	1062.66	383.074	134.396	131.736	-100.314	0	0
-966.264	1060.4	383.768	134.396	131.736	-100.314	0	0
-968.221	1060.69	383.526	134.395	131.735	-100.316	0	0
-968.5	1059.79	382.647	134.395	131.735	-100.315	0	0
-967.775	1057.69	384.265	134.396	131.735	-100.314	0	0
-969.305	1057.89	382.607	134.397	131.735	-100.315	0	0
-969.793	1056.91	383.26	134.395	131.736	-100.317	0	0
-970.022	1055.7	383.87	134.396	131.734	-100.313	0	0
-970.664	1055.02	383.434	134.397	131.737	-100.319	0	0
-971.017	1054.21	382.501	134.397	131.74	-100.327	0	0
-971.414	1053.28	382.411	134.399	131.737	-100.319	0	0
-971.879	1052.31	382.488	134.398	131.736	-100.317	0	0
-972.328	1051.41	382.423	134.399	131.734	-100.31	0	0
-972.811	1050.37	383.088	134.399	131.731	-100.303	0	0
-972.594	1048.67	384.471	134.399	131.732	-100.309	0	0
