seam0原始点:
-940.13	859.133	728.297	75.266	105.624	99.519	6.3212	4.756
-942.192	860.263	728.297	75.723	105.6	99.539	6.32229	4.75591
-943.566	861.029	728.301	76.107	105.577	99.545	6.32337	4.75582
-945.17	861.855	728.314	76.56	105.552	99.576	6.32446	4.75573
0	0	0	78.018	105.464	99.639	0	0
0	0	0	78.018	105.464	99.639	0	0
-950.819	864.735	728.333	78.018	105.464	99.639	6.32773	4.75546
-952.854	865.781	728.346	78.479	105.435	99.658	6.32881	4.75537
-955.341	866.954	728.359	79.097	105.405	99.69	6.3299	4.75528
-957.538	867.961	728.363	79.638	105.384	99.714	6.33099	4.75519
0	0	0	80.705	105.343	99.754	0	0
-961.287	869.706	728.377	80.705	105.343	99.754	6.33317	4.75501
-963.693	870.788	728.388	81.235	105.321	99.772	6.33425	4.75492
-965.134	871.378	728.392	81.695	105.303	99.787	6.33534	4.75483
-967.978	872.574	728.399	82.308	105.277	99.817	6.33643	4.75474
-970.337	873.552	728.408	82.922	105.251	99.839	6.33752	4.75465
0	0	0	83.764	105.219	99.874	0	0
-973.696	874.875	728.415	83.764	105.219	99.874	6.33969	4.75447
-975.458	875.551	728.425	84.151	105.209	99.894	6.34078	4.75438
-977.373	876.27	728.429	84.609	105.197	99.908	6.34187	4.75429
-978.923	876.846	728.428	85.072	105.182	99.921	6.34296	4.7542
0	0	0	88.515	105.115	100.064	0	0
0	0	0	88.515	105.115	100.064	0	0
0	0	0	88.515	105.115	100.064	0	0
0	0	0	88.515	105.115	100.064	0	0
0	0	0	88.515	105.115	100.064	0	0
0	0	0	88.515	105.115	100.064	0	0
-993.276	881.589	728.455	88.515	105.115	100.064	6.35058	4.75357
-995.13	882.11	728.458	88.979	105.109	100.087	6.35166	4.75348
0	0	0	89.977	105.099	100.128	0	0
-999.402	883.352	728.472	89.977	105.099	100.128	6.35384	4.7533
0	0	0	90.886	105.094	100.155	0	0
-1002.91	884.232	728.474	90.886	105.094	100.155	6.35602	4.75312
-1004.64	884.723	728.476	91.344	105.092	100.167	6.3571	4.75303
0	0	0	92.347	105.09	100.201	0	0
-1009.18	885.833	728.482	92.347	105.09	100.201	6.35928	4.75285
-1011.16	886.255	728.482	92.811	105.089	100.217	6.36037	4.75276
0	0	0	93.81	105.09	100.251	0	0
-1015.27	887.135	728.48	93.81	105.09	100.251	6.36254	4.75258
0	0	0	95.409	105.104	100.309	0	0
0	0	0	95.409	105.104	100.309	0	0
-1022.01	888.453	728.484	95.409	105.104	100.309	6.36581	4.75231
0	0	0	96.26	105.116	100.34	0	0
-1025.61	889.055	728.486	96.26	105.116	100.34	6.36798	4.75213
-1027.85	889.437	728.481	96.798	105.122	100.361	6.36907	4.75204
0	0	0	102.094	105.258	100.566	0	0
0	0	0	102.094	105.258	100.566	0	0
0	0	0	102.094	105.258	100.566	0	0
0	0	0	102.094	105.258	100.566	0	0
0	0	0	102.094	105.258	100.566	0	0
0	0	0	102.094	105.258	100.566	0	0
0	0	0	102.094	105.258	100.566	0	0
0	0	0	102.094	105.258	100.566	0	0
0	0	0	102.094	105.258	100.566	0	0
0	0	0	102.094	105.258	100.566	0	0
-1051.03	891.991	728.46	102.094	105.258	100.566	6.38104	4.75105
-1053.36	892.119	728.453	102.631	105.275	100.587	6.38213	4.75096
-1054.31	892.14	728.445	103.091	105.292	100.607	6.38322	4.75087
0	0	0	104.013	105.33	100.651	0	0
-1059.45	891.91	728.377	104.013	105.33	100.651	6.38539	4.75069
-1061.5	892.017	728.383	104.624	105.358	100.671	6.38648	4.7506
-1063.89	892.018	728.394	105.156	105.382	100.689	6.38757	4.75051
-1066.25	892.107	728.413	105.766	105.414	100.721	6.38866	4.75042
-1068.5	892.091	728.427	106.305	105.443	100.746	6.38975	4.75033
0	0	0	107.545	105.506	100.797	0	0
0	0	0	107.545	105.506	100.797	0	0
-1074.41	892.047	728.463	107.545	105.506	100.797	6.39301	4.75006
-1076.09	892.005	728.476	107.933	105.529	100.819	6.3941	4.74997
0	0	0	108.92	105.58	100.861	0	0
-1080.03	891.834	728.499	108.92	105.58	100.861	6.39628	4.74979
0	0	0	109.768	105.636	100.913	0	0
-1083.45	891.658	728.531	109.768	105.636	100.913	6.39845	4.74961
-1085.37	891.523	728.538	110.227	105.663	100.928	6.39954	4.74952
0	0	0	111.686	105.772	101.007	0	0
0	0	0	111.686	105.772	101.007	0	0
-1091.7	890.937	728.592	111.686	105.772	101.007	6.4028	4.74925
-1093.31	890.765	728.616	112.071	105.799	101.028	6.40389	4.74916
-1095.29	890.556	728.622	112.535	105.829	101.047	6.40498	4.74907
0	0	0	113.448	105.896	101.089	0	0
-1099.07	890.081	728.663	113.448	105.896	101.089	6.40716	4.74889
0	0	0	116.673	106.126	101.171	0	0
0	0	0	116.673	106.126	101.171	0	0
0	0	0	116.673	106.126	101.171	0	0
0	0	0	116.673	106.126	101.171	0	0
0	0	0	116.673	106.126	101.171	0	0
0	0	0	116.673	106.126	101.171	0	0
-1112.12	887.936	728.787	116.673	106.126	101.171	6.41477	4.74826
-1117.17	886.046	728.925	116.999	106.142	101.109	6.41586	4.74817
0	0	0	117.544	106.148	100.881	0	0
-1117.92	885.892	728.927	117.544	106.148	100.881	6.41804	4.74799
-1119.04	885.66	728.943	117.724	106.14	100.752	6.41912	4.7479
0	0	0	118.301	106.087	100.198	0	0
0	0	0	118.301	106.087	100.198	0	0
-1124.46	884.511	729.001	118.301	106.087	100.198	6.42239	4.74763
0	0	0	118.614	106.045	99.826	0	0
-1127.44	883.779	729.042	118.614	106.045	99.826	6.42457	4.74745
0	0	0	118.947	106	99.42	0	0
-1130.37	883.018	729.065	118.947	106	99.42	6.42674	4.74727
-1132.26	882.546	729.09	119.114	105.978	99.216	6.42783	4.74718
-1134.3	882.021	729.118	119.329	105.95	98.959	6.42892	4.74709
0	0	0	119.595	105.916	98.636	0	0
-1136.93	881.257	729.14	119.595	105.916	98.636	6.43109	4.74691
-1138.4	880.823	729.156	119.763	105.895	98.437	6.43218	4.74682
-1139.97	880.32	729.17	119.927	105.871	98.228	6.43327	4.74673
-1141.76	879.804	729.193	120.07	105.853	98.053	6.43436	4.74664
-1142.87	879.482	729.197	120.191	105.839	97.913	6.43545	4.74655
-1144.91	878.788	729.216	120.404	105.81	97.648	6.43653	4.74646
0	0	0	122.229	105.575	95.444	0	0
0	0	0	122.229	105.575	95.444	0	0
0	0	0	122.229	105.575	95.444	0	0
