-627.351	-68.7521	209.463	117.797	146.77	114.118	-627.348	-68.3191	209.713	117.592	146.815	114.005
-628.349	-68.7438	209.461	117.766	146.779	114.112	-628.346	-68.3108	209.711	117.592	146.815	114.005
-629.346	-68.7355	209.46	117.751	146.789	114.114	-629.343	-68.3025	209.71	117.592	146.815	114.005
-630.344	-68.7272	209.458	117.743	146.791	114.115	-630.341	-68.2942	209.708	117.592	146.815	114.005
-631.341	-68.7189	209.457	117.751	146.788	114.116	-631.338	-68.2859	209.707	117.592	146.815	114.005
-632.339	-68.7105	209.455	117.751	146.788	114.116	-632.335	-68.2775	209.705	117.592	146.815	114.005
-633.336	-68.7022	209.454	117.766	146.785	114.122	-633.333	-68.2692	209.704	117.592	146.815	114.005
-634.334	-68.6939	209.452	117.766	146.785	114.122	-634.33	-68.2609	209.702	117.592	146.815	114.005
-635.331	-68.6856	209.451	117.77	146.783	114.129	-635.328	-68.2526	209.701	117.592	146.815	114.005
-636.329	-68.6773	209.449	117.769	146.781	114.125	-636.325	-68.2443	209.699	117.592	146.815	114.005
-637.326	-68.669	209.447	117.763	146.781	114.118	-637.323	-68.236	209.697	117.592	146.815	114.005
-638.324	-68.6607	209.446	117.763	146.781	114.118	-638.32	-68.2277	209.696	117.592	146.815	114.005
-639.321	-68.6524	209.444	117.759	146.78	114.118	-639.318	-68.2194	209.694	117.592	146.815	114.005
-640.319	-68.6441	209.443	117.763	146.78	114.12	-640.315	-68.2111	209.693	117.592	146.815	114.005
-641.316	-68.6358	209.441	117.765	146.78	114.123	-641.313	-68.2028	209.691	117.592	146.815	114.005
-642.314	-68.6275	209.44	117.765	146.78	114.123	-642.31	-68.1945	209.69	117.592	146.815	114.005
-643.311	-68.6192	209.438	117.77	146.782	114.128	-643.308	-68.1862	209.688	117.592	146.815	114.005
-644.309	-68.6109	209.437	117.766	146.781	114.123	-644.305	-68.1779	209.687	117.592	146.815	114.005
-645.306	-68.6026	209.435	117.759	146.781	114.117	-645.303	-68.1696	209.685	117.592	146.815	114.005
-646.304	-68.5943	209.434	117.759	146.781	114.117	-646.3	-68.1613	209.684	117.592	146.815	114.005
-647.301	-68.586	209.432	117.755	146.782	114.114	-647.298	-68.153	209.682	117.592	146.815	114.005
-648.299	-68.5777	209.431	117.755	146.781	114.117	-648.295	-68.1447	209.681	117.592	146.815	114.005
-649.296	-68.5694	209.429	117.761	146.781	114.122	-649.293	-68.1364	209.679	117.592	146.815	114.005
-650.294	-68.5611	209.428	117.761	146.781	114.122	-650.29	-68.1281	209.678	117.592	146.815	114.005
-651.291	-68.5527	209.426	117.761	146.779	114.119	-651.288	-68.1197	209.676	117.592	146.815	114.005
-652.289	-68.5444	209.425	117.764	146.779	114.12	-652.285	-68.1114	209.675	117.592	146.815	114.005
-653.286	-68.5361	209.423	117.764	146.779	114.119	-653.283	-68.1031	209.673	117.592	146.815	114.005
-654.284	-68.5278	209.422	117.759	146.779	114.116	-654.28	-68.0948	209.672	117.592	146.815	114.005
-655.281	-68.5195	209.42	117.754	146.779	114.11	-655.278	-68.0865	209.67	117.592	146.815	114.005
-656.279	-68.5112	209.418	117.754	146.779	114.11	-656.275	-68.0782	209.668	117.592	146.815	114.005
-657.276	-68.5029	209.417	117.754	146.78	114.109	-657.273	-68.0699	209.667	117.592	146.815	114.005
-658.274	-68.4946	209.415	117.755	146.78	114.109	-658.27	-68.0616	209.665	117.592	146.815	114.005
-659.271	-68.4863	209.414	117.759	146.781	114.112	-659.268	-68.0533	209.664	117.592	146.815	114.005
-660.269	-68.478	209.412	117.76	146.78	114.112	-660.265	-68.045	209.662	117.592	146.815	114.005
-661.266	-68.4697	209.411	117.76	146.78	114.112	-661.263	-68.0367	209.661	117.592	146.815	114.005
-662.264	-68.4614	209.409	117.757	146.778	114.108	-662.26	-68.0284	209.659	117.592	146.815	114.005
-663.261	-68.4531	209.408	117.756	146.778	114.105	-663.258	-68.0201	209.658	117.592	146.815	114.005
-664.259	-68.4448	209.406	117.754	146.777	114.105	-664.255	-68.0118	209.656	117.592	146.815	114.005
-665.256	-68.4365	209.405	117.755	146.777	114.106	-665.253	-68.0035	209.655	117.592	146.815	114.005
-666.254	-68.4282	209.403	117.755	146.778	114.107	-666.25	-67.9952	209.653	117.592	146.815	114.005
-667.251	-68.4199	209.402	117.755	146.778	114.107	-667.248	-67.9869	209.652	117.592	146.815	114.005
-668.249	-68.4116	209.4	117.76	146.779	114.111	-668.245	-67.9786	209.65	117.592	146.815	114.005
-669.246	-68.4032	209.399	117.76	146.779	114.111	-669.243	-67.9702	209.649	117.592	146.815	114.005
-670.243	-68.3949	209.397	117.763	146.779	114.115	-670.24	-67.9619	209.647	117.592	146.815	114.005
-671.241	-68.3866	209.396	117.761	146.778	114.112	-671.238	-67.9536	209.646	117.592	146.815	114.005
-672.238	-68.3783	209.394	117.758	146.778	114.109	-672.235	-67.9453	209.644	117.592	146.815	114.005
-673.236	-68.37	209.393	117.756	146.779	114.11	-673.233	-67.937	209.643	117.592	146.815	114.005
-674.233	-68.3617	209.391	117.759	146.779	114.11	-674.23	-67.9287	209.641	117.592	146.815	114.005
-675.231	-68.3534	209.39	117.759	146.779	114.11	-675.228	-67.9204	209.64	117.592	146.815	114.005
-676.228	-68.3451	209.388	117.759	146.78	114.112	-676.225	-67.9121	209.638	117.592	146.815	114.005
-677.226	-68.3368	209.386	117.761	146.781	114.114	-677.223	-67.9038	209.636	117.592	146.815	114.005
-678.223	-68.3285	209.385	117.76	146.781	114.113	-678.22	-67.8955	209.635	117.592	146.815	114.005
