-727.616	-67.2785	209.141	117.949	146.888	113.71	-727.614	-66.4125	209.641	117.945	146.791	114.087
-728.612	-67.2752	209.14	117.932	146.898	113.711	-728.609	-66.4092	209.64	117.945	146.791	114.087
-729.607	-67.2719	209.14	117.926	146.903	113.715	-729.605	-66.4058	209.64	117.945	146.791	114.087
-730.603	-67.2685	209.139	117.929	146.905	113.725	-730.6	-66.4025	209.639	117.945	146.791	114.087
-731.598	-67.2652	209.138	117.933	146.902	113.73	-731.596	-66.3992	209.638	117.945	146.791	114.087
-732.594	-67.2619	209.138	117.941	146.898	113.731	-732.591	-66.3958	209.638	117.945	146.791	114.087
-733.589	-67.2585	209.137	117.941	146.898	113.731	-733.587	-66.3925	209.637	117.945	146.791	114.087
-734.585	-67.2552	209.136	117.943	146.896	113.728	-734.582	-66.3892	209.636	117.945	146.791	114.087
-735.58	-67.2519	209.136	117.944	146.896	113.728	-735.577	-66.3858	209.636	117.945	146.791	114.087
-736.575	-67.2485	209.135	117.944	146.896	113.728	-736.573	-66.3825	209.635	117.945	146.791	114.087
-737.571	-67.2452	209.135	117.936	146.895	113.72	-737.568	-66.3792	209.635	117.945	146.791	114.087
-738.566	-67.2419	209.134	117.937	146.896	113.716	-738.564	-66.3758	209.634	117.945	146.791	114.087
-739.562	-67.2385	209.133	117.933	146.896	113.711	-739.559	-66.3725	209.633	117.945	146.791	114.087
-740.557	-67.2352	209.133	117.933	146.896	113.711	-740.555	-66.3692	209.633	117.945	146.791	114.087
-741.553	-67.2319	209.132	117.937	146.896	113.715	-741.55	-66.3659	209.632	117.945	146.791	114.087
-742.548	-67.2285	209.131	117.94	146.894	113.718	-742.546	-66.3625	209.631	117.945	146.791	114.087
-743.544	-67.2252	209.131	117.942	146.893	113.721	-743.541	-66.3592	209.631	117.945	146.791	114.087
-744.539	-67.2219	209.13	117.942	146.893	113.721	-744.536	-66.3559	209.63	117.945	146.791	114.087
-745.535	-67.2185	209.129	117.94	146.893	113.72	-745.532	-66.3525	209.629	117.945	146.791	114.087
-746.53	-67.2152	209.129	117.935	146.894	113.717	-746.527	-66.3492	209.629	117.945	146.791	114.087
-747.525	-67.2119	209.128	117.93	146.894	113.713	-747.523	-66.3459	209.628	117.945	146.791	114.087
-748.521	-67.2086	209.127	117.93	146.894	113.713	-748.518	-66.3425	209.627	117.945	146.791	114.087
-749.516	-67.2052	209.127	117.926	146.896	113.711	-749.514	-66.3392	209.627	117.945	146.791	114.087
-750.512	-67.2019	209.126	117.931	146.896	113.714	-750.509	-66.3359	209.626	117.945	146.791	114.087
-751.507	-67.1986	209.126	117.931	146.896	113.714	-751.505	-66.3325	209.626	117.945	146.791	114.087
-752.503	-67.1952	209.125	117.936	146.895	113.72	-752.5	-66.3292	209.625	117.945	146.791	114.087
-753.498	-67.1919	209.124	117.938	146.894	113.723	-753.496	-66.3259	209.624	117.945	146.791	114.087
-754.494	-67.1886	209.124	117.938	146.894	113.723	-754.491	-66.3225	209.624	117.945	146.791	114.087
-755.489	-67.1852	209.123	117.934	146.892	113.721	-755.486	-66.3192	209.623	117.945	146.791	114.087
-756.484	-67.1819	209.122	117.934	146.893	113.725	-756.482	-66.3159	209.622	117.945	146.791	114.087
-757.48	-67.1786	209.122	117.932	146.894	113.723	-757.477	-66.3125	209.622	117.945	146.791	114.087
-758.475	-67.1752	209.121	117.932	146.894	113.723	-758.473	-66.3092	209.621	117.945	146.791	114.087
-759.471	-67.1719	209.12	117.932	146.896	113.723	-759.468	-66.3059	209.62	117.945	146.791	114.087
-760.466	-67.1686	209.12	117.933	146.896	113.721	-760.464	-66.3025	209.62	117.945	146.791	114.087
-761.462	-67.1652	209.119	117.93	146.896	113.716	-761.459	-66.2992	209.619	117.945	146.791	114.087
-762.457	-67.1619	209.119	117.93	146.896	113.716	-762.455	-66.2959	209.619	117.945	146.791	114.087
-763.453	-67.1586	209.118	117.928	146.895	113.715	-763.45	-66.2926	209.618	117.945	146.791	114.087
