-171.484,408.447,-373.118,-49.5155,149.594,-75.6316
-170.865,408.611,-373.123,-49.6133,149.593,-75.5892
-170.292,408.882,-373.142,-49.7139,149.594,-75.5513
-169.834,409.107,-373.053,-49.7845,149.591,-75.5392
-169.348,409.211,-373.115,-49.8574,149.594,-75.5399
-168.895,409.487,-372.993,-49.9246,149.595,-75.5379
-168.424,409.744,-373.021,-49.9828,149.6,-75.5311
-167.835,409.898,-372.972,-50.0207,149.605,-75.5054
-167.319,410.246,-372.998,-50.0617,149.602,-75.5015
-166.781,410.507,-373.061,-50.1156,149.601,-75.5083
-166.199,410.587,-373.065,-50.1706,149.601,-75.5113
-165.693,410.825,-373.036,-50.2315,149.599,-75.5159
-165.004,411.045,-373.127,-50.2998,149.597,-75.5321
-164.516,411.277,-372.888,-50.3656,149.597,-75.5385
-163.946,411.543,-373.061,-50.4422,149.597,-75.5423
-163.359,411.855,-373.144,-50.4663,149.593,-75.5131
-162.89,412.008,-373.024,-50.5173,149.604,-75.4648
-161.759,412.403,-372.909,-50.6347,149.604,-75.3307
-161.066,412.643,-373.011,-50.6984,149.6,-75.2798
-160.517,412.852,-373.101,-50.7592,149.596,-75.2406
-160.017,413.068,-373.174,-50.8251,149.598,-75.2345
-159.419,413.101,-373.229,-50.8917,149.597,-75.2267
-159,413.456,-373.21,-50.9538,149.602,-75.2231
-158.469,413.714,-372.965,-50.966,149.614,-75.1603
-157.929,413.875,-373.286,-51.0305,149.608,-75.0905
-157.42,414.067,-373.174,-51.0892,149.604,-75.0086
-156.846,414.369,-373.022,-51.1521,149.602,-74.9474
-156.265,414.625,-372.958,-51.2143,149.6,-74.8781
-155.767,414.893,-373.073,-51.2833,149.596,-74.8513
-155.166,414.863,-373.148,-51.3471,149.598,-74.8395
-154.774,415.191,-373.082,-51.4109,149.597,-74.835
-154.291,415.362,-372.997,-51.4722,149.6,-74.8321
-153.728,415.545,-373.139,-51.4912,149.615,-74.7898
-158.662,423.993,-363.029,-51.5496,149.607,-74.7789
-152.754,415.882,-373.237,-51.5967,149.609,-74.7513
-152.342,416.075,-373.132,-51.6538,149.607,-74.7175
-151.888,416.262,-373.199,-51.7153,149.605,-74.691
-151.353,416.453,-373.292,-51.7759,149.604,-74.6749
-150.806,416.659,-373.309,-51.8397,149.602,-74.6587
-156.252,423.428,-353.498,-51.9004,149.601,-74.6372
-149.81,417.057,-373.145,-51.9602,149.6,-74.6173
-149.255,417.183,-373.239,-52.0233,149.598,-74.5956
-154.544,424.009,-354.698,-52.0864,149.597,-74.5752
-148.164,417.457,-373.351,-52.1491,149.595,-74.5542
-147.631,417.799,-373.39,-52.217,149.595,-74.5492
-147.09,417.916,-373.263,-52.2855,149.6,-74.5649
-146.685,418.164,-373.09,-52.383,149.594,-74.6203
-146.132,418.31,-373.334,-52.4769,149.594,-74.6794
-145.666,418.51,-373.195,-52.5629,149.596,-74.7338
-145.16,418.653,-373.149,-52.6499,149.598,-74.785
-144.646,418.901,-373.115,-52.7407,149.599,-74.8367
-144.108,419.07,-373.073,-52.8286,149.599,-74.8842
-143.533,419.201,-373.135,-52.9167,149.602,-74.9343
-141.188,420.067,-373.138,-53.3172,149.606,-75.1027
-140.577,420.231,-373.184,-53.4148,149.604,-75.1359
-140.13,420.415,-373.148,-53.4825,149.603,-75.1375
-139.54,420.551,-373.177,-53.5822,149.601,-75.1773
-138.993,420.829,-373.131,-53.6757,149.6,-75.2127
-138.409,420.937,-373.082,-53.767,149.603,-75.2467
-137.818,421.149,-373.144,-53.8664,149.601,-75.2868
-137.192,421.333,-373.109,-53.9695,149.602,-75.326
-136.722,421.56,-373.133,-54.0385,149.601,-75.3332
-136.243,421.671,-373.205,-54.1123,149.6,-75.3363
-135.766,421.852,-373.201,-54.1807,149.598,-75.3406
-135.287,421.982,-373.167,-54.2446,149.597,-75.3429
-134.662,422.158,-373.12,-54.3286,149.592,-75.3682
-134.178,422.339,-373.156,-54.4096,149.591,-75.3927
-133.637,422.54,-373.222,-54.4987,149.591,-75.4181
-133.095,422.728,-373.208,-54.5781,149.596,-75.4321
-132.511,422.873,-373.251,-54.6617,149.596,-75.4531
-131.964,423.048,-373.246,-54.7495,149.594,-75.4779
-131.404,423.235,-373.215,-54.8381,149.592,-75.5047
-130.864,423.415,-373.287,-54.9233,149.592,-75.5283
-130.379,423.575,-373.444,-54.972,149.607,-75.5175
-129.868,423.673,-373.386,-55.0225,149.606,-75.5054
-129.316,423.88,-373.367,-55.0707,149.601,-75.5199
-128.796,424.005,-373.382,-55.1226,149.602,-75.535
-128.313,424.163,-373.404,-55.1794,149.605,-75.5459
-127.87,424.346,-373.329,-55.2404,149.604,-75.5628
-127.374,424.469,-373.459,-55.3034,149.603,-75.5813
-125.755,424.946,-373.485,-55.4938,149.599,-75.6458
